Abeillia abeillei_Zielaczek
Psilopogon lagrandieri_Pstrogłów błękitnobrewy
Psilopogon lineatus_Pstrogłów plamkowany
Psilopogon malabaricus_Pstrogłów malabarski
Psilopogon monticola_Pstrogłów górski
Psilopogon mystacophanos_Pstrogłów czerwonogardły
Psilopogon nuchalis_Pstrogłów tajwański
Psilopogon oorti_Pstrogłów czarnobrewy
Psilopogon pulcherrimus_Pstrogłów złotokarkowy
Psilopogon pyrolophus_Pstrogłów żaroczuby
Psilopogon rafflesii_Pstrogłów krasnoczapkowy
Psilopogon virens_Pstrogłów żółtodzioby
Psilopogon viridis_Pstrogłów białolicy
Psilopogon zeylanicus_Pstrogłów nakrapiany
Psilopsiagon aurifrons_Stokówka żółtoczelna
Psilopsiagon aymara_Stokówka ciemnogłowa
Psilorhamphus guttatus_Kropiatek
Psilorhinus morio_Brązowronka
Psiloscops flammeolus_Sosnolub
Psittacara erythrogenys_Szmaragdolotka krasnolica
Psittacara finschi_Szmaragdolotka czerwonoczelna
Psittacara holochlorus_Szmaragdolotka meksykańska
Psittacara leucophthalmus_Szmaragdolotka białooka
Psittacara mitratus_Szmaragdolotka maskowa
Psittacara strenuus_Szmaragdolotka pacyficzna
Psittacara wagleri_Szmaragdolotka andyjska
Psittacula alexandri_Aleksandretta różana
Psittacula columboides_Aleksandretta seledynowa
Psittacula cyanocephala_Aleksandretta śliwogłowa
Psittacula eupatria_Aleksandretta większa
Psittacula finschii_Aleksandretta szarogłowa
Psittacula himalayana_Aleksandretta himalajska
Psittacula krameri_Aleksandretta obrożna
Psittacula longicauda_Aleksandretta długosterna
Psittacus erithacus_żako
Psittinus cyanurus_Modrorzytka (czarnogrzbieta)
Psittiparus gularis_Ogoniatka czarnobroda
Psophia crepitans_Gruchacz siwoskrzydły
Psophia leucoptera_Gruchacz białoskrzydły
Psophia viridis_Gruchacz zielonoskrzydły
Psophocichla litsitsirupa_Groundscraper Thrush
Psophodes nigrogularis_Trzaskacz wąsaty
Psophodes occidentalis_Trzaskacz kurantowy
Psophodes olivaceus_Trzaskacz czarnoczuby
Pteridophora alberti_Wstęgogłów
Pternistis adspersus_Szponiastonóg krasnodzioby
Pternistis afer_Szponiastonóg czerwonogardły
Pternistis bicalcaratus_Szponiastonóg zbrojny
Pternistis leucoscepus_Szponiastonóg żółtogardły
Pternistis natalensis_Szponiastonóg natalski
Pternistis squamatus_Szponiastonóg łuskowany
Pternistis swainsonii_Szponiastonóg brunatny
Pterocles alchata_Stepówka białobrzucha
Pterocles coronatus_Stepówka piaskowa
Pterocles exustus_Stepówka brunatnobrzucha
Pterocles namaqua_Stepówka namibijska
Pterocles orientalis_Stepówka czarnobrzucha
Pterocles senegallus_Stepówka rudogardła
Pterodroma hypoleuca_Petrel boniński
Pterodroma madeira_Petrel maderski
Pteroglossus aracari_Arasari czarnoszyi
Pteroglossus azara_Arasari amazoński
Pteroglossus bailloni_Tukaniec
Pteroglossus beauharnaesii_Curl-crested Aracari
Pteroglossus castanotis_Arasari brązowouchy
Pteroglossus erythropygius_Arasari ekwadorski
Pteroglossus inscriptus_Arasari żółtobrzuchy
Pteroglossus pluricinctus_Arasari wielopręgi
Pteroglossus sanguineus_Arasari pręgodzioby
Pteroglossus torquatus_Arasari obrożny
Pteroptochos castaneus_Turko kasztanowaty
Pteroptochos megapodius_Turko wąsaty
Pteroptochos tarnii_Turko czarnogardły
Pteruthius aeralatus_Dzierzbogłów rododendronowy
Pteruthius melanotis_Dzierzbogłów rdzawogardły
Pteruthius ripleyi_Dzierzbogłów himalajski
Pteruthius rufiventer_Dzierzbogłów czarnogłowy
Pteruthius xanthochlorus_Dzierzbogłów zielony
Ptilinopus iozonus_Owocożer zielony
Ptilinopus magnificus_Owocożer purpurowy
Ptilinopus melanospilus_Owocożer żółtobrody
Ptilinopus occipitalis_Owocożer barwny
Ptilinopus regina_Owocożer królewski
Ptilinopus solomonensis_Owocożer żółtopierśny
Ptilinopus superbus_Owocożer wspaniały
Ptilinopus viridis_Owocożer czerwonopierśny
Ptiliogonys caudatus_Jedwabniczka długosterna
Ptiliogonys cinereus_Jedwabniczka szara
Ptilocichla falcata_Białopiórek rdzawogłowy
Ptilocichla leucogrammica_Białopiórek kasztanowaty
Ptilocichla mindanensis_Białopiórek brązowy
Ptilonorhynchus violaceus_Altannik lśniący
Ptilopachus petrosus_Kuraczek skalny
Ptiloprora perstriata_Paskowik szarogłowy
Ptiloris magnificus_Ozdobnik wspaniały
Ptiloris paradiseus_Ozdobnik rajski
Ptiloris victoriae_Ozdobnik mały
Ptilorrhoa caerulescens_Ściółkarz modry
Ptilorrhoa castanonota_Ściółkarz strojny
Ptilorrhoa leucosticta_Ściółkarz plamoskrzydły
Ptilotula fusca_Złotouch brązowy
Ptilotula keartlandi_Złotouch szarogłowy
Ptilotula ornata_Złotouch kreskowany
Ptilotula penicillata_Złotouch blady
Ptiloxena atroviolacea_Czarnobłysk palmowy
Ptyonoprogne concolor_Jaskółka brunatna
Ptyonoprogne fuligula_Jaskółka blada
Ptyonoprogne rupestris_Jaskółka skalna
Pucrasia macrolopha_Kuroczub
Puffinus puffinus_Burzyk północny
Pulsatrix koeniswaldiana_Puchaczyk obrożny
Pulsatrix melanota_Puchaczyk maskowy
Pulsatrix perspicillata_Puchaczyk żółtobrzuchy
Purnella albifrons_Pstromiodzik
Purpureicephalus spurius_Pąsogłówka
Pycnonotus aurigaster_Bilbil złotoplamy
Pycnonotus barbatus_Bilbil ogrodowy
Pycnonotus brunneus_Bilbil jednobarwny
Pycnonotus cafer_Bilbil czerwonoplamy
Pycnonotus capensis_Bilbil białooki
Pycnonotus conradi_Bilbil malajski
Pycnonotus finlaysoni_Bilbil złotolicy
Pycnonotus flavescens_Bilbil żółtawy
Pycnonotus goiavier_Bilbil ubogi
Pycnonotus jocosus_Bilbil zbroczony
Pycnonotus leucogenys_Bilbil białolicy
Pycnonotus leucotis_Bilbil białouchy
Pycnonotus luteolus_Bilbil białobrewy
Pycnonotus nigricans_Bilbil czerwonooki
Pycnonotus plumosus_Bilbil oliwkowy
Pycnonotus simplex_Bilbil okularowy
Pycnonotus sinensis_Bilbil chiński
Pycnonotus striatus_Striated Bulbul
Pycnonotus taivanus_Bilbil tajwański
Pycnonotus tricolor_Bilbil okopcony
Pycnonotus xantholaemus_Bilbil żółtogardły
Pycnonotus xanthopygos_Bilbil arabski
Pycnonotus xanthorrhous_Bilbil białogardły
Pycnonotus zeylanicus_Bilbil żółtogłowy
Pycnoptilus floccosus_Pilotek
Pygarrhichas albogularis_Drzewołaziec
Pygiptila stellaris_Plamkówka
Pygochelidon cyanoleuca_Blue-and-white Swallow
Pygoscelis adeliae_Pingwin białooki
Pygoscelis antarcticus_Pingwin maskowy
Pygoscelis papua_Pingwin białobrewy
Pyriglena atra_Węglarz czarny
Pyriglena leuconota_Węglarz białokarkowy
Pyriglena leucoptera_Węglarz białoskrzydły
Pyrilia aurantiocephala_Barwinka gołogłowa
Pyrilia barrabandi_Barwinka złotolica
Pyrilia caica_Barwinka kapturowa
Pyrilia haematotis_Barwinka okularowa
Pyrilia pulchra_Barwinka różowolica
Pyrilia pyrilia_Barwinka złotogłowa
Pyrocephalus obscurus_żarek zmienny
Pyrocephalus rubinus_żarek (rubinowy)
Pyroderus scutatus_Kruczyniec rubinowy
Pyrrhocorax graculus_Wieszczek
Pyrrhocorax pyrrhocorax_Wrończyk (zwyczajny)
Pyrrholaemus brunneus_Pustkowik rdzawogardły
Pyrrholaemus sagittatus_Pustkowik plamkowany
Pyrrhomyias cinnamomeus_Tyranówka cynamonowa
Pyrrhula erythaca_Gil siwogłowy
Pyrrhula murina_Gil azorski
Pyrrhula nipalensis_Gil łuskogłowy
Pyrrhula pyrrhula_Gil (zwyczajny)
Pyrrhura albipectus_Rudosterka białoszyja
Pyrrhura amazonum_Rudosterka amazońska
Pyrrhura calliptera_Rudosterka brązowogardła
Pyrrhura cruentata_Rudosterka błękitnoszyja
Pyrrhura frontalis_Rudosterka kasztanowobrzucha
Pyrrhura leucotis_Rudosterka rdzawolica
Pyrrhura melanura_Rudosterka łuskowana
Pyrrhura molinae_Rudosterka zielonolica
Pyrrhura orcesi_Rudosterka czerwonoczelna
Pyrrhura perlata_Rudosterka czerwonobrzucha
Pyrrhura picta_Rudosterka barwna
Pyrrhura roseifrons_Rudosterka różowogłowa
Pyrrhura rupicola_Rudosterka czarnogłowa
Pyrrhura viridicata_Rudosterka zielona
Pytilia melba_Melba pstra
Quelea quelea_Wikłacz czerwonodzioby
Querula purpurata_Kruczyniec purpurowy
Quiscalus lugubris_Wilgowron żałobny
Quiscalus major_Wilgowron żaglosterny
Quiscalus mexicanus_Wilgowron meksykański
Quiscalus nicaraguensis_Wilgowron jeziorowy
Quiscalus niger_Wilgowron czarny
Quiscalus quiscula_Wilgowron mniejszy
Radjah radjah_Kazarka nadobna
Rallina eurizonoides_Kureczka sinonoga
Rallina fasciata_Kureczka krasnonoga
Rallina tricolor_Kureczka ognistogłowa
Rallus antarcticus_Wodnik patagoński
Rallus aquaticus_Wodnik (zwyczajny)
Rallus caerulescens_Wodnik afrykański
Rallus crepitans_Wodnik karoliński
Rallus elegans_Wodnik królewski
Rallus indicus_Wodnik brązowopierśny
Rallus limicola_Wodnik błotny
Rallus longirostris_Wodnik długodzioby
Rallus obsoletus_Wodnik kalifornijski
Rallus semiplumbeus_Wodnik andyjski
Rallus wetmorei_Wodnik wenezuelski
Ramphastos ambiguus_Tukan czarnodzioby
Ramphastos brevis_Tukan górski
Ramphastos citreolaemus_Tukan kolumbijski
Ramphastos dicolorus_Tukan zielonodzioby
Ramphastos sulfuratus_Tukan tęczodzioby
Ramphastos toco_Tukan wielki
Ramphastos tucanus_Tukan czerwonodzioby
Ramphastos vitellinus_Tukan żółtogardły
Ramphocaenus melanurus_Gnomik długodzioby
Ramphocaenus sticturus_Gnomik białosterny
Ramphocelus bresilius_Brazilian Tanager
Ramphocelus carbo_Tapiranga ciemna
Ramphocelus dimidiatus_Tapiranga szkarłatna
Ramphocelus flammigerus_Tapiranga ognista
Ramphocelus icteronotus_Tapiranga żółto-czarna
Ramphocelus nigrogularis_Tapiranga czarnobrzucha
Ramphocelus passerinii_Tapiranga szkarłatno-czarna
Ramphocelus sanguinolentus_Tapiranga maskowa
Ramphodon naevius_Piłodziobek
Ramphomicron microrhynchum_Kolcodziobek fioletowy
Ramphotrigon fuscicauda_Głowiak ciemnosterny
Ramphotrigon megacephalum_Głowiak mały
Ramphotrigon ruficauda_Głowiak rudosterny
Ramsayornis modestus_Miodalek brązowy
Randia pseudozosterops_Madagaskarniczek szlarnikowy
Recurvirostra americana_Szablodziób amerykański
Recurvirostra andina_Szablodziób andyjski
Recurvirostra avosetta_Szablodziób (zwyczajny)
Regulus calendula_Ogniczek
Regulus goodfellowi_Mysikrólik płomienny
Regulus ignicapilla_Zniczek (zwyczajny)
Regulus madeirensis_Zniczek maderski
Regulus regulus_Mysikrólik (zwyczajny)
Regulus satrapa_Mysikrólik złotogłowy
Reinwardtipicus validus_Czubodrwal
Reinwardtoena reinwardti_Ogonówka duża
Remiz consobrinus_Remiz wschodni
Remiz coronatus_Remiz jasnogłowy
Remiz pendulinus_Remiz (zwyczajny)
Rhabdotorrhinus corrugatus_Dzioborożec białogardły
Rhabdotorrhinus exarhatus_Dzioborożec bruzdodzioby
Rhea americana_Nandu szare
Rhegmatorhina berlepschi_Okularek maskowy
Rhegmatorhina cristata_Okularek rdzawoczuby
Rhegmatorhina gymnops_Okularek czarnogłowy
Rhegmatorhina hoffmannsi_Okularek białogardły
Rhegmatorhina melanosticta_Okularek białoczuby
Rhinocrypta lanceolata_Krytonos czubaty
Rhinopomastus cyanomelas_Czarnodudek większy
Rhinortha chlorophaea_Kukuła kasztanowata
Rhipidura albicollis_Wachlarzówka białogardła
Rhipidura albiscapa_Wachlarzówka szara
Rhipidura albogularis_Wachlarzówka hinduska
Rhipidura aureola_Wachlarzówka białobrewa
Rhipidura brachyrhyncha_Wachlarzówka papuaska
Rhipidura dryas_Wachlarzówka maskowa
Rhipidura fuliginosa_Wachlarzówka posępna
Rhipidura javanica_Wachlarzówka srokata
Rhipidura leucophrys_Wachlarzówka smolista
Rhipidura leucothorax_Wachlarzówka plamista
Rhipidura maculipectus_Wachlarzówka białowąsa
Rhipidura nigritorquis_Wachlarzówka czarnogrzbieta
Rhipidura perlata_Wachlarzówka perlista
Rhipidura rufifrons_Wachlarzówka rdzawa
Rhipidura rufiventris_Wachlarzówka zmienna
Rhipidura teysmanni_Wachlarzówka przepasana
Rhipidura threnothorax_Wachlarzówka białobroda
Rhipidura verreauxi_Wachlarzówka kreskowana
Rhodinocichla rosea_Tanagrzec
Rhodophoneus cruentus_Rosy-patched Bushshrike
Rhodospingus cruentus_Lanio karminowy
Rhodospiza obsoleta_Czarnodziobek
Rhodostethia rosea_Mewa różowa
Rhodothraupis celaeno_Kostogryz szkarłatny
Rhopias gularis_Mrówieńczyk
Rhopocichla atriceps_Dark-fronted Babbler
Rhopophilus pekinensis_Smużnik szarobrewy
Rhopornis ardesiacus_Gajowiec
Rhopospina fruticeti_żółtonos śniady
Rhynchocyclus brevirostris_Oliwiak okularowy
Rhynchocyclus olivaceus_Oliwiak zielonawy
Rhynchophanes mccownii_Poświerka preriowa
Rhynchopsitta pachyrhyncha_Meksykana czerwonoczelna
Rhynchopsitta terrisi_Meksykana kasztanowoczelna
Rhynchortyx cinctus_Przepiór rdzawolicy
Rhynchospiza stolzmanni_Paskogłowik mniejszy
Rhynchospiza strigiceps_Paskogłowik większy
Rhynchostruthus percivali_Złotopiórek arabski
Rhynchotus maculicollis_Kusacz plamkoszyi
Rhynchotus rufescens_Kusacz rdzawoskrzydły
Rhynochetos jubatus_Kagu
Rhyticeros cassidix_Dzioborożec hełmiasty
Rhyticeros plicatus_Dzioborożec karbodzioby
Rhyticeros undulatus_Dzioborożec fałdodzioby
Rhytipterna holerythra_Pokutnik rdzawy
Rhytipterna immunda_Pokutnik jasnobrzuchy
Rhytipterna simplex_Pokutnik szary
Riparia chinensis_Brzegówka szarogardła
Riparia diluta_Brzegówka azjatycka
Riparia riparia_Brzegówka (zwyczajna)
Rissa brevirostris_Mewa krótkodzioba
Rissa tridactyla_Mewa trójpalczasta
Rollulus rouloul_Bezszpon
Rostratula benghalensis_Złotosłonka bengalska
Rostrhamus sociabilis_Ślimakojad czerwonooki
Rubigula erythropthalmos_Spectacled Bulbul
Rubigula flaviventris_Bilbil żółtobrzuchy
Rubigula gularis_Bilbil rubinowy
Rupicola peruvianus_Skalikurek andyjski
Rupicola rupicola_Skalikurek gujański
Rupornis magnirostris_Myszołowczyk
Rynchops niger_Brzytwodziób amerykański
Sakesphorus canadensis_Mrowiec czarnoczuby
Sakesphorus cristatus_Mrowiec czarnolicy
Sakesphorus luctuosus_Mrowiec żałobny
Salpinctes obsoletus_Skalik złotorzytny
Salpornis salvadori_Pełziec afrykański
Saltator atriceps_Ziarnołusk ciemnogłowy
Saltator atripennis_Ziarnołusk czarnoskrzydły
Saltator aurantiirostris_Ziarnołusk złotodzioby
Saltator cinctus_Ziarnołusk maskowy
Saltator coerulescens_Ziarnołusk szary
Saltator fuliginosus_Grubonos czarnogardły
Saltator grossus_Grubonos białogardły
Saltator maxillosus_Ziarnołusk grubodzioby
Saltator maximus_Ziarnołusk płowogardły
Saltator nigriceps_Ziarnołusk kapturowy
Saltator orenocensis_Ziarnołusk rdzawoboczny
Saltator similis_Ziarnołusk zielonawy
Saltator striatipectus_Ziarnołusk kreskowany
Saltatricula atricollis_Ziarnołusk okopcony
Saltatricula multicolor_Ziarnołusk wspaniały
Sapayoa aenigma_Oliwczyk
Sappho sparganurus_Safo
Sarcops calvus_Łysak
Sarothrura elegans_Kusokurka plamista
Sarothrura insularis_Kusokurka madagaskarska
Sarothrura pulchra_Kusokurka perlista
Sarothrura rufa_Kusokurka rdzawogłowa
Sasia abnormis_Dzięciolnik rdzawolicy
Sasia ochracea_Dzięciolnik białobrewy
Saundersilarus saundersi_Saunders's Gull
Saxicola caprata_Kląskawka czarna
Saxicola ferreus_Kląskawka szara
Saxicola gutturalis_Kląskawka białobrzucha
Saxicola maurus_Kląskawka syberyjska
Saxicola rubetra_Pokląskwa
Saxicola rubicola_Kląskawka (zwyczajna)
Saxicola stejnegeri_Kląskawka wschodnia
Saxicola tectes_Kląskawka białogardła
Saxicola torquatus_Kląskawka afrykańska
Sayornis nigricans_Fibik czarny
Sayornis phoebe_Fibik oliwkowy
Sayornis saya_Fibik północny
Scelorchilus albicollis_Krytonos białogardły
Scelorchilus rubecula_Krytonos rudogardły
Scenopoeetes dentirostris_Zębatek
Schetba rufa_Wanga rdzawa
Schiffornis aenea_Gwizdowik stokowy
Schiffornis major_Gwizdowik rdzawy
Schiffornis olivacea_Gwizdowik oliwkowy
Schiffornis stenorhyncha_Gwizdowik rdzawogardły
Schiffornis turdina_Gwizdowik brązowoskrzydły
Schiffornis veraepacis_Gwizdowik brązowy
Schiffornis virescens_Gwizdowik zielonawy
Schistes albogularis_Zalotnik białogardły
Schistes geoffroyi_Zalotnik klinodzioby
Schistochlamys melanopis_Szarogrzbiet czarnolicy
Schistochlamys ruficapillus_Szarogrzbiet cynamonowy
Schoenicola brevirostris_Fan-tailed Grassbird
Schoenicola platyurus_Pokrzewik szerokosterny
Schoeniophylax phryganophilus_Złotobrodzik
Schoeniparus brunneus_Buszosikornik szarouchy
Schoeniparus castaneceps_Buszosikornik rdzawoskrzydły
Schoeniparus cinereus_Buszosikornik żółtogardły
Schoeniparus dubius_Buszosikornik rdzawołbisty
Schoeniparus klossi_Buszosikornik czarnogłowy
Schoeniparus rufogularis_Buszosikornik obrożny
Sciaphylax castanea_Rudogonka andyjska
Sciaphylax hemimelaena_Rudogonka amazońska
Sclateria naevia_Potoczak
Scleroptila afra_Frankolin szaroskrzydły
Scleroptila gutturalis_Frankolin akacjowy
Scleroptila levaillantii_Frankolin rudoskrzydły
Scleroptila shelleyi_Frankolin rdzawoboczny
Sclerurus albigularis_Liściarek siwawy
Sclerurus caudacutus_Liściarek białogardły
Sclerurus guatemalensis_Liściarek łuskowany
Sclerurus mexicanus_Liściarek rdzawy
Sclerurus obscurior_Liściarek ciemny
Sclerurus rufigularis_Liściarek krótkodzioby
Sclerurus scansor_Liściarek brazylijski
Scolopax minor_Słonka amerykańska
Scolopax rusticola_Słonka (zwyczajna)
Scopus umbretta_Waruga
Scotocerca inquieta_Skotniczka
Scytalopus acutirostris_Krytonosek peruwiański
Scytalopus affinis_Krytonosek blady
Scytalopus altirostris_Krytonosek stokowy
Scytalopus alvarezlopezi_Krytonosek czarny
Scytalopus argentifrons_Krytonosek srebrnoczelny
Scytalopus atratus_Krytonosek ciemny
Scytalopus bolivianus_Krytonosek białogłowy
Scytalopus canus_Krytonosek siwy
Scytalopus caracae_Krytonosek wenezuelski
Scytalopus chocoensis_Krytonosek okopcony
Scytalopus diamantinensis_Krytonosek paprociowy
Scytalopus femoralis_Krytonosek rdzaworzytny
Scytalopus fuscus_Krytonosek chilijski
Scytalopus gettyae_Krytonosek krzykliwy
Scytalopus griseicollis_Krytonosek szarawy
Scytalopus iraiensis_Krytonosek turzycowy
Scytalopus latebricola_Krytonosek brunatny
Scytalopus latrans_Krytonosek czarniawy
Scytalopus magellanicus_Krytonosek magellański
Scytalopus meridanus_Krytonosek samotny
Scytalopus micropterus_Krytonosek długosterny
Scytalopus novacapitalis_Krytonosek brazylijski
Scytalopus opacus_Krytonosek buszowy
Scytalopus pachecoi_Krytonosek myszaty
Scytalopus parkeri_Krytonosek długoskrzydły
Scytalopus parvirostris_Krytonosek śpiewny
Scytalopus perijanus_Krytonosek brązowokarkowy
Scytalopus petrophilus_Krytonosek skalny
Scytalopus robbinsi_Krytonosek ekwadorski
Scytalopus rodriguezi_Krytonosek szarogłowy
Scytalopus sanctaemartae_Krytonosek ubogi
Scytalopus schulenbergi_Krytonosek diademowy
Scytalopus simonsi_Krytonosek punański
Scytalopus speluncae_Krytonosek śniady
Scytalopus spillmanni_Krytonosek bambusowy
Scytalopus stilesi_Krytonosek kolumbijski
Scytalopus superciliaris_Krytonosek białobrewy
Scytalopus unicolor_Krytonosek jednobarwny
Scytalopus vicinior_Krytonosek ponury
Scytalopus zimmeri_Krytonosek boliwijski
Scythrops novaehollandiae_żłobianka
Seiurus aurocapilla_Lasówka złotogłowa
Selasphorus calliope_Rudaczek liliobrody
Selasphorus platycercus_Rudaczek szerokosterny
Selasphorus rufus_Rudaczek północny
Selasphorus sasin_Rudaczek kalifornijski
Selasphorus scintilla_Rudaczek malutki
Selenidera gouldii_Tukanik brazylijski
Selenidera maculirostris_Tukanik plamodzioby
Selenidera piperivora_Tukanik gujański
Selenidera reinwardtii_Tukanik czarnopierśny
Selenidera spectabilis_Tukanik złotouchy
Seleucidis melanoleucus_Czarownik
Semioptera wallacii_Flagowiec
Semnornis frantzii_Tęgogłowik skromny
Semnornis ramphastinus_Tęgogłowik wielobarwny
Sephanoides fernandensis_Fernandezik wyspowy
Sephanoides sephaniodes_Fernandezik chilijski
Sericornis citreogularis_Yellow-throated Scrubwren
Sericornis frontalis_Solnik białobrewy
Sericornis humilis_Solnik brązowy
Sericornis magnirostra_Solnik wielkodzioby
Sericornis papuensis_Papuan Scrubwren
Sericossypha albocristata_Śnieżnogłowik
Serilophus lunatus_Szerokodziób czarnobrewy
Serinus alario_Afrokulczyk rdzawogrzbiety
Serinus canaria_Kanarek
Serinus canicollis_Kulczyk siwoszyi
Serinus flavivertex_Kulczyk złotawy
Serinus pusillus_Kulczyk królewski
Serinus serinus_Kulczyk (zwyczajny)
Serpophaga griseicapilla_Tyranek popielaty
Serpophaga hypoleuca_Tyranek rzeczny
Serpophaga munda_Tyranek białobrzuchy
Serpophaga nigricans_Tyranek ciemny
Serpophaga subcristata_Tyranek szarogłowy
Setopagis parvula_Lelkowiec szarawy
Setophaga adelaidae_Lasówka żółtobrzucha
Setophaga aestiva_Lasówka zbroczona
Setophaga americana_Lasówka obrożna
Setophaga auduboni_Lasówka białoskrzydła
Setophaga caerulescens_Lasówka granatowa
Setophaga castanea_Lasówka kasztanowata
Setophaga cerulea_Lasówka niebieska
Setophaga chrysoparia_Lasówka żółtolica
Setophaga citrina_Lasówka żółtoczelna
Setophaga coronata_Lasówka pstra
Setophaga discolor_Lasówka czarnowąsa
Setophaga dominica_Lasówka szarogrzbieta
Setophaga fusca_Lasówka rudogardła
Setophaga graciae_Lasówka żółtogardła
Setophaga kirtlandii_Lasówka szaro-żółta
Setophaga magnolia_Lasówka magnoliowa
Setophaga nigrescens_Lasówka białowąsa
Setophaga occidentalis_Lasówka żółtogłowa
Setophaga palmarum_Lasówka kasztanowogłowa
Setophaga pensylvanica_Lasówka rdzawoboczna
Setophaga petechia_Lasówka złotawa
Setophaga pinus_Lasówka sosnowa
Setophaga pitiayumi_Lasówka oliwkowogrzbieta
Setophaga pityophila_Lasówka kubańska
Setophaga ruticilla_Lasówka szkarłatna
Setophaga striata_Lasówka czarnogłowa
Setophaga tigrina_Lasówka rdzawolica
Setophaga townsendi_Lasówka czarnolica
Setophaga virens_Lasówka czarnogardła
Sheppardia sharpei_Koloratka płowa
Sholicola albiventris_Runniczek białobrzuchy
Sholicola major_Runniczek rdzawoboczny
Sialia currucoides_Błękitnik górski
Sialia mexicana_Błękitnik meksykański
Sialia sialis_Błękitnik rudogardły
Sicalis auriventris_Szafranka duża
Sicalis citrina_Szafranka kanarkowa
Sicalis columbiana_Szafranka czerwonoczelna
Sicalis flaveola_Szafranka złotogłowa
Sicalis lebruni_Szafranka patagońska
Sicalis luteocephala_Szafranka żółtogłowa
Sicalis luteola_Szafranka skromna
Sicalis olivascens_Szafranka oliwkowa
Sicalis raimondii_Szafranka peruwiańska
Sicalis uropygialis_Bright-rumped Yellow-Finch
Sinosuthora webbiana_Ogoniatka czubata
Siphonorhis brewsteri_Lelkowiec mniejszy
Sipia berlepschi_Czerwonook czarny
Sipia laemosticta_Czerwonook śniady
Sipia nigricauda_Czerwonook łupkowy
Sipia palliata_Czerwonook płaszczowy
Sirystes albocinereus_Gwizdaczek białorzytny
Sirystes albogriseus_Gwizdaczek białoskrzydły
Sirystes sibilator_Gwizdaczek dziuplowy
Sitta canadensis_Kowalik czarnogłowy
Sitta carolinensis_Kowalik karoliński
Sitta cinnamoventris_Kowalik cynamonowy
Sitta europaea_Kowalik (zwyczajny)
Sitta frontalis_Kowalik krasnodzioby
Sitta himalayensis_Kowalik himalajski
Sitta krueperi_Kowalik turecki
Sitta ledanti_Kowalik algierski
Sitta magna_Kowalik wielki
Sitta nagaensis_Kowalik tybetański
Sitta neumayer_Kowalik skalny
Sitta pusilla_Kowalik malutki
Sitta pygmaea_Kowalik mały
Sitta tephronota_Kowalik duży
Sitta villosa_Kowalik płowy
Sitta whiteheadi_Kowalik korsykański
Sitta yunnanensis_Kowalik skromny
Sittasomus griseicapillus_Kowal
Sittiparus castaneoventris_Sikora kasztanowata
Sittiparus owstoni_Sikora rdzawolica
Sittiparus varius_Sikora rdzawa
Smicrornis brevirostris_Krótkodziobek (brązowawy)
Smithornis capensis_Czapecznik ubogi
Smithornis rufolateralis_Czapecznik rdzawoboczny
Smutsornis africanus_Double-banded Courser
Snowornis subalaris_Andobławatnik szarosterny
Somateria mollissima_Edredon (zwyczajny)
Somateria spectabilis_(edredon) turkan
Spartonoica maluroides_Widlaczek
Spatula clypeata_Płaskonos (zwyczajny)
Spatula cyanoptera_Cynamonka
Spatula discors_Cyranka modroskrzydła
Spatula puna_Srebrzanka andyjska
Spatula querquedula_Cyranka (zwyczajna)
Spelaeornis badeigularis_Tymalek assamski
Spelaeornis caudatus_Tymalek rdzawogardły
Spelaeornis chocolatinus_Tymalek ogoniasty
Spelaeornis longicaudatus_Tymalek szarouchy
Spelaeornis oatesi_Tymalek czarnoplamy
Spelaeornis troglodytoides_Tymalek strzyżykowaty
Spermestes cucullata_Mniszka srokata
Spermophaga haematina_Płomiennik czarnogłowy
Sphecotheres vieilloti_Figojad zielony
Spheniscus demersus_Pingwin przylądkowy
Spheniscus magellanicus_Pingwin magellański
Sphenoeacus afer_Strzępochwostek
Sphenopsis frontalis_Andolasówka oliwkowa
Sphenopsis melanotis_Andolasówka czarnoucha
Sphyrapicus nuchalis_Oskomik pstrogłowy
Sphyrapicus ruber_Oskomik czerwonogłowy
Sphyrapicus thyroideus_Oskomik ciemnogłowy
Sphyrapicus varius_Oskomik czerwonogardły
Spiloptila clamans_Sahelka
Spilornis cheela_Wężojad czubaty
Spilornis holospilus_Wężojad filipiński
Spindalis zena_Antyla pasiasta
Spinus atratus_Czyż czarny
Spinus barbatus_Czyż czarnobrody
Spinus crassirostris_Czyż grubodzioby
Spinus lawrencei_Czyż wspaniały
Spinus magellanicus_Czyż kapturowy
Spinus notatus_Czyż czarnogardły
Spinus olivaceus_Czyż oliwkowy
Spinus pinus_Czyż sosnowy
Spinus psaltria_Czyż mały
Spinus spinescens_Czyż andyjski
Spinus spinus_Czyż (zwyczajny)
Spinus tristis_Czyż złotawy
Spinus xanthogastrus_Czyż żółtobrzuchy
Spiza americana_Łuszczyk czarnogardły
Spizaetus isidori_Andowik
Spizaetus melanoleucus_Wojownik białogłowy
Spizaetus ornatus_Wojownik ozdobny
Spizaetus tyrannus_Wojownik czarny
Spizella atrogularis_Spizela czarnobroda
Spizella breweri_Spizela jasnobrzucha
Spizella pallida_Spizela blada
Spizella passerina_Spizela białobrewa
Spizella pusilla_Spizela polna
Spizella wortheni_Spizela szarolica
Spizelloides arborea_Pasówka rdzawołbista
Spiziapteryx circumcincta_Sokółeczka
Spizixos canifrons_Ziębodziób czubaty
